ID,item_cnt_month
154,0.09605071
155,0.117975175
156,0.26468262
157,0.31398898
158,0.11969638
159,0.21267077
160,0.6152489
161,0.21934664
162,0.5826899
163,1.0661206
164,0.33059788
165,0.09067318
166,0.39387485
167,0.0374552
168,0.21799159
169,0.094923526
170,0.21934664
171,0.6035435
172,0.19256422
173,1.9511936
174,2.043064
175,2.4886446
176,1.3087013
177,0.22669345
178,0.24018556
179,0.11138785
180,1.5965226
181,0.2054953
182,0.19122145
183,0.19415689
184,0.13640341
185,0.17601275
186,0.103841424
187,0.11879942
188,0.2075504
189,0.2075504
190,0.32498115
191,0.6043173
192,0.7911006
193,0.16827816
194,0.24372208
195,0.047641903
196,0.529453
197,3.0559778
198,1.1947105
199,2.7957458
200,0.16219634
201,2.7957458
202,0.062707335
203,1.0368099
204,0.1161885
205,0.90333366
206,0.90333366
207,0.014572889
208,1.3674722
209,0.4717613
210,0.14908609
211,0.067732364
212,0.056063294
213,0.25768232
214,0.06282666
215,0.17914313
216,0.26131865
217,0.0
218,1.5255778
219,0.34949344
220,0.13307267
221,1.9806215
222,2.7957458
223,0.69133925
224,2.4674134
225,0.16970107
226,0.6002262
227,0.07906118
228,0.17005539
229,0.1997287
230,4.421061
231,0.8246558
232,0.06574032
233,0.12507933
234,0.06897777
235,0.094616234
236,0.882671
237,0.9450928
238,0.43438274
239,0.21370566
240,0.43862146
241,0.06800833
242,0.11606711
243,2.5781631
244,0.2075504
245,0.2281886
246,1.6434147
247,0.705112
248,0.39015546
249,0.06683245
250,0.6427913
251,0.2562207
252,0.34436965
253,0.8776816
254,0.4007586
255,5.6800404
256,0.5826899
257,0.20648116
258,0.46596947
259,0.16917843
260,0.12423113
261,0.08834684
262,0.28065622
263,0.03571704
264,0.09781113
265,0.6463845
266,0.042700678
267,0.2671993
268,0.5386802
269,0.3322238
270,1.7303027
271,0.10532889
272,0.110429466
273,0.9558877
274,15.286988
275,0.09134066
276,0.18613878
277,1.0682082
278,0.34160507
279,0.604725
280,0.1911388
281,0.12422666
282,0.066701114
283,0.55888313
284,0.4036516
285,0.18445179
286,0.15647095
287,0.7830748
288,0.19258198
289,0.19174069
290,0.0470019
291,0.07216397
292,0.42537504
293,0.10483739
294,0.4803707
295,1.1948261
296,0.40434673
297,0.1564557
298,0.22669345
299,0.26080117
300,0.095407516
301,0.6295475
302,1.037777
303,0.53330564
304,0.043188065
305,0.046841323
306,0.21504316
307,0.18984869
308,0.21698111
309,0.629076
310,0.6467441
311,0.5880388
312,0.61642456
313,0.24395972
314,0.09816998
315,0.6511136
316,0.19414482
317,2.9508626
318,0.06158945
319,0.16407341
320,0.3790087
321,0.0400863
322,0.6929337
323,0.11630422
324,0.5326483
325,0.5209534
326,0.15254235
327,0.1354619
328,0.15647095
329,0.17770875
330,0.1340039
331,0.15485257
332,0.09280306
333,0.22004619
334,0.6245894
335,0.26904446
336,0.4370126
337,0.52440995
338,0.20376477
339,0.7005949
340,0.06215331
341,0.03853023
342,0.22669345
343,1.0126796
344,0.10624117
345,0.06934124
346,3.7827995
347,3.0021472
348,0.11545381
349,0.34100586
350,0.29287273
351,0.93942934
352,0.19660848
353,0.23171169
354,0.23796892
355,0.9316981
356,0.5259379
357,1.0796281
358,0.3607675
359,0.524316
360,0.6515534
361,6.212918
362,0.75225806
363,1.4476972
364,0.53743666
365,0.7310241
366,0.22669345
367,0.032884
368,0.103392065
369,0.41808212
370,0.16362232
371,1.0932481
372,0.9038423
373,0.4475873
374,1.4885154
375,2.291878
376,0.6918571
377,0.20902294
378,0.3796578
379,0.20985413
380,3.5030596
381,0.54697746
382,0.52063936
383,0.23363298
384,1.7346879
385,0.20778835
386,0.4746262
387,0.7363925
388,0.14292392
389,0.040956855
390,0.14643338
391,0.41543463
392,0.06867176
393,0.6159587
394,0.21799159
395,0.03439352
396,1.5830599
397,0.8146683
398,0.067482114
399,0.20473126
400,0.42773208
401,0.2803864
402,1.9478867
403,3.64523
404,1.191258
405,0.11011389
406,0.3125882
407,0.1702852
408,0.14648098
409,4.425966
410,0.2169779
411,1.25278
412,0.30659395
413,0.51607656
414,0.06399554
415,3.2411678
416,1.3685023
417,4.425966
418,1.990049
419,0.2169779
420,0.51433724
421,2.23471
422,0.29510117
423,1.1455665
424,0.23343906
425,0.23343906
426,4.425966
427,0.5626934
428,0.97403234
429,0.19167385
430,0.81873643
431,0.5155861
432,0.05652234
433,0.11406109
434,0.08162677
435,0.73232764
436,0.04440409
437,0.6737379
438,0.3278178
439,0.4569758
440,0.139413
441,0.18098724
442,0.37159768
443,0.16915083
444,0.28757212
445,0.9874779
446,0.26234335
447,0.22051969
448,0.24059963
449,0.37447885
450,0.19574437
451,0.18255511
452,0.21286061
453,0.17684314
454,0.33099452
455,0.12531519
456,0.5880517
457,0.055442065
458,0.99018353
459,0.643554
460,20.0
461,0.9398416
462,0.40558523
463,0.3157089
464,0.62871015
465,0.5304225
466,0.22785157
467,0.22669345
468,0.17688519
469,0.20176527
470,0.506654
471,0.2593187
472,0.12851074
473,0.06971833
474,0.8660134
475,1.0534575
476,0.036507696
477,0.23595712
478,0.017755598
479,0.2058185
480,0.16362232
481,0.16362232
482,0.104180306
483,0.2861938
484,0.848066
485,0.6382771
486,0.87845397
487,0.3818322
488,0.20985413
489,2.7156522
490,0.27704287
491,0.16362232
492,0.9776873
493,0.11080778
494,0.34565896
495,0.1948621
496,0.123530865
497,5.1067033
498,2.7257292
499,0.64480937
500,3.9321997
501,0.40172487
502,0.45046017
503,0.07381478
504,0.79837525
505,0.6917723
506,1.0980649
507,0.10790783
508,0.41049075
509,0.2314603
510,0.22249573
511,0.12425318
512,0.17644367
513,0.2169779
514,0.09993273
515,3.6594086
516,0.1679954
517,0.35637885
518,0.6120819
519,0.5371319
520,0.42484298
521,0.2622518
522,0.6099912
523,0.9905592
524,0.18461293
525,0.69783485
526,0.20203993
527,0.17197779
528,0.030050188
529,0.04692602
530,1.125285
531,0.3539824
532,0.11673793
533,0.08662486
534,0.067089856
535,0.05600944
536,4.425966
537,0.10745171
538,0.20897385
539,0.15091917
540,1.0250342
541,4.425966
542,0.116007894
543,0.17754114
544,0.07795042
545,0.06094289
546,0.22211942
547,0.16184473
548,0.20953837
549,0.12628073
550,0.17162383
551,0.34191054
552,0.7733226
553,0.2556485
554,0.07900202
555,0.36677217
556,0.10601795
557,0.23083866
558,0.07880896
559,0.2710323
560,0.14070645
561,0.7698827
562,0.10601795
563,0.15906218
564,0.035524607
565,0.099548995
566,0.14855573
567,0.14468008
568,0.360267
569,0.31068748
570,0.39661258
571,0.4871225
572,1.3034582
573,0.18454134
574,0.14177948
575,0.2169779
576,0.27955854
577,0.2169779
578,4.425966
579,0.22044343
580,0.026558757
581,0.06270215
582,0.0286493
583,0.0
584,0.5575573
585,0.15255177
586,0.22773579
587,1.21496
588,4.889821
589,0.4374961
590,1.5637769
591,0.6794045
592,3.2358634
593,0.18883938
594,0.19323075
595,0.21693298
596,0.1360302
597,0.13795808
598,0.1672521
599,0.20832658
600,0.36579537
601,0.7962634
602,0.0816592
603,0.086288184
604,0.13682497
605,0.07119599
606,0.117620975
607,0.2571734
608,0.039200008
609,0.40521467
610,0.2841477
611,0.83509785
612,0.17162383
613,0.17162383
614,0.09053555
615,0.9075359
616,0.55424386
617,0.3717016
618,0.3438877
619,0.097124666
620,0.23860854
621,3.9321997
622,0.33257103
623,0.6169131
624,0.77865624
625,0.30448532
626,0.39661813
627,0.14551118
628,0.12368879
629,0.19505203
630,0.15188715
631,0.033369005
632,0.29406035
633,0.13936111
634,1.1321678
635,0.29340678
636,0.2075504
637,0.1619269
638,0.16663894
639,0.14640486
640,0.4078298
641,0.95592237
642,0.2690761
643,0.08465955
644,0.06352183
645,0.2075504
646,0.5254218
647,0.093508065
648,0.05792147
649,0.30449837
650,0.17664865
651,0.9330952
652,0.41191617
653,0.11817163
654,0.26548612
655,0.26935428
656,1.0765692
657,0.12650394
658,0.07079521
659,0.096637934
660,0.42306456
661,0.22258312
662,0.035768747
663,0.8634919
664,0.028337628
665,0.3587225
666,0.11122739
667,0.2169779
668,0.8604106
669,0.58748305
670,0.05682379
671,0.09156686
672,0.07279891
673,0.626212
674,0.29188895
675,0.49016246
676,0.642305
677,0.5715819
678,0.5199991
679,0.1648182
680,0.40795237
681,0.103251934
682,0.1015093
683,0.85443974
684,0.8604106
685,0.65539277
686,0.629497
687,0.6793978
688,0.22549558
689,0.15485257
690,0.06283361
691,0.09766555
692,0.09982228
693,0.09262484
694,0.09823248
695,0.5957262
696,0.21799159
697,0.07712391
698,0.14551118
699,0.48440817
700,1.926249
701,0.21799159
702,1.444109
703,1.3300762
704,0.13662678
705,0.21799159
706,0.09407529
707,0.109835505
708,0.22785157
709,2.0858865
710,0.6147187
711,0.5384989
712,0.067007184
713,0.5234196
714,0.16540697
715,0.083550066
716,0.3668588
717,0.17927232
718,0.038398027
719,0.22669345
720,0.11769861
721,0.44880062
722,0.4609471
723,1.6504618
724,0.089105785
725,0.34692076
726,1.1311214
727,1.0201387
728,0.21799159
729,1.0897827
730,0.08930144
731,0.05858326
732,1.2230917
733,0.22669345
734,1.3109097
735,0.15854937
736,0.32658517
737,0.43250155
738,0.21795973
739,0.19643435
740,0.14965448
741,0.12586448
742,0.084825486
743,0.7444545
744,0.539998
745,0.5277471
746,0.49778262
747,0.50808334
748,0.7811743
749,0.24461195
750,0.24585614
751,0.06914154
752,0.35876575
753,0.13806
754,0.97046983
755,0.52184314
756,0.05208686
757,0.24095613
758,0.03844458
759,0.28054902
760,0.72980034
761,0.40699837
762,0.25731415
763,2.7431717
764,0.2600552
765,0.2529004
766,0.15291336
767,0.42707732
768,0.6895114
769,0.62106186
770,0.5946371
771,0.04079774
772,0.62119365
773,0.17134342
774,0.22778231
775,0.11244959
776,0.4301292
777,0.48982406
778,0.041619837
779,0.16660792
780,0.21799159
781,1.4383894
782,0.6054316
783,0.629831
784,0.21799159
785,1.6462518
786,2.1361985
787,0.8353089
788,0.27718478
789,0.4271721
790,0.21799159
791,0.21799159
792,0.21799159
793,4.3448668
794,0.21799159
795,0.3393039
796,0.5392829
797,1.2824868
798,0.21799159
799,2.0212421
800,0.14717445
801,0.11469498
802,0.22669345
803,0.22669345
804,0.10612786
805,0.059381157
806,0.55601746
807,0.201493
808,0.51624566
809,0.04028505
810,0.55915374
811,0.66646427
812,0.4970956
813,0.12991858
814,0.052164376
815,0.32538724
816,0.25344977
817,0.21799159
818,0.22669345
819,0.13194594
820,0.35102418
821,0.0899632
822,0.31751314
823,0.21799159
824,0.18621963
825,0.14336178
826,0.18300828
827,0.21799159
828,0.086732
829,0.223968
830,1.6489624
831,0.14467576
832,0.06321451
833,0.5981272
834,0.74386084
835,0.22061872
836,0.20154265
837,0.48702005
838,0.63245946
839,0.04809943
840,0.053682685
841,0.1496253
842,0.055992156
843,0.16362232
844,0.5678059
845,0.15647095
846,0.071187615
847,0.28406087
848,0.17066094
849,0.12901369
850,0.16168538
851,0.16362232
852,0.47102883
853,0.16362232
854,0.23258483
855,0.35618663
856,0.45236224
857,0.6819078
858,0.21799159
859,0.46296513
860,0.10624117
861,0.103524745
862,0.56273824
863,0.40558523
864,0.56956744
865,0.95465004
866,0.8068358
867,0.1372419
868,1.0556588
869,0.13490382
870,0.47051233
871,0.15023682
872,0.10204017
873,0.44847986
874,0.34921053
875,0.78705776
876,0.21300331
877,0.108276814
878,0.23662925
879,0.48159885
880,0.11608377
881,1.2412231
882,0.48389465
883,2.1302583
884,0.34410417
885,0.6591068
886,0.2383973
887,0.209858
888,0.21344933
889,0.22905204
890,0.3633945
891,1.0595273
892,0.5060581
893,0.12003884
894,0.21564943
895,0.14936379
896,0.15647095
897,0.081533164
898,0.23166612
899,0.37130022
900,0.06611511
901,1.4757645
902,0.10237172
903,0.22567976
904,0.53398454
905,0.37574938
906,1.5122589
907,0.35514835
908,0.6267544
909,0.39854702
910,0.26127237
911,0.090137005
912,0.9244331
913,0.3423262
914,0.057118952
915,0.27189186
916,0.2325286
917,0.07345274
918,0.13073543
919,0.34669524
920,0.18404794
921,0.77289045
922,0.1006113
923,0.47007084
924,0.17846367
925,0.19103903
926,0.22645068
927,0.14586902
928,0.7927038
929,0.8756161
930,0.07216397
931,0.0899632
932,0.6774577
933,0.28677744
934,0.16884562
935,0.38967633
936,0.25712353
937,0.43613446
938,0.17066094
939,0.12457454
940,0.115851164
941,0.3725163
942,0.101566225
943,0.88405013
944,0.18343794
945,0.030968577
946,0.16822782
947,0.10639575
948,0.22849649
949,0.259165
950,0.24269286
951,0.035202175
952,0.081903964
953,0.22669345
954,0.2956744
955,0.22061613
956,0.54412466
957,0.040263146
958,1.0101447
959,0.5946371
960,0.55601746
961,0.11072448
962,0.398005
963,0.085875005
964,0.67034775
965,0.90333366
966,0.25948977
967,0.2603137
968,0.09309465
969,0.15351987
970,0.10491711
971,0.09781113
972,0.061585456
973,0.1245099
974,0.09781113
975,0.05328685
976,0.14010122
977,0.58990276
978,0.4390033
979,1.211993
980,0.33269927
981,0.18768409
982,0.5703846
983,0.0
984,0.008418262
985,0.3459988
986,0.8447014
987,0.3455041
988,0.12895086
989,0.17332879
990,1.2958026
991,0.5250408
992,0.1318399
993,1.4958994
994,0.43189105
995,0.37827203
996,0.10800639
997,0.6292909
998,0.18183145
999,0.07730076
1000,0.7433593
1001,0.32074684
1002,0.91386783
1003,0.15982339
1004,0.09618473
1005,0.25532317
1006,0.055470526
1007,0.03482318
1008,0.5990778
1009,0.13315815
1010,0.13521695
1011,0.16954258
1012,0.40504754
1013,1.7534592
1014,0.41696036
1015,0.90333366
1016,0.043507278
1017,0.0
1018,0.28741962
1019,0.5536691
1020,0.17060158
1021,0.4472323
1022,0.011675268
1023,0.10574573
1024,0.4463529
1025,0.13980645
1026,0.44474077
1027,0.41700256
1028,0.1392394
1029,0.0640378
1030,0.13347048
1031,0.78976583
1032,0.9997593
1033,0.14371231
1034,0.81263673
1035,0.07170358
1036,0.44778427
1037,0.9408356
1038,0.26461408
1039,0.28346357
1040,0.37017733
1041,0.5035061
1042,0.93882537
1043,0.11040649
1044,0.33490953
1045,0.12353507
1046,0.49607548
1047,0.1718885
1048,0.04990506
1049,0.33384198
1050,0.27718478
1051,0.3639444
1052,0.69973433
1053,0.22976169
1054,0.22370192
1055,0.3978495
1056,0.5927542
1057,0.5227098
1058,0.18329626
1059,1.5245831
1060,0.18353793
1061,0.22669345
1062,0.033323944
1063,0.14121631
1064,0.4707067
1065,0.109835505
1066,0.22500804
1067,0.42014816
1068,0.11052874
1069,0.23491538
1070,0.16120058
1071,0.0717811
1072,0.22880751
1073,0.28232637
1074,0.21934664
1075,0.24222174
1076,0.3589362
1077,2.7957458
1078,0.90333366
1079,0.79789335
1080,0.11911273
1081,0.9316981
1082,0.121480614
1083,0.36121553
1084,0.1610401
1085,0.26300085
1086,0.07103515
1087,0.50912756
1088,0.63846844
1089,0.8458983
1090,2.3447995
1091,0.70456123
1092,0.7001708
1093,0.93371165
1094,0.112078786
1095,0.034647375
1096,0.5616228
1097,0.3570767
1098,0.21799159
1099,0.50065994
1100,0.28599828
1101,0.21934664
1102,0.29418796
1103,0.6358499
1104,1.3487628
1105,0.099930406
1106,0.16362232
1107,0.4531017
1108,0.036507696
1109,0.5357283
1110,0.18318468
1111,0.039849997
1112,0.35039663
1113,0.08498752
1114,0.17267665
1115,0.021798402
1116,0.11464602
1117,0.03736335
1118,0.08929953
1119,0.15145552
1120,0.25385338
1121,0.11988488
1122,0.14628264
1123,0.16219634
1124,0.14853674
1125,0.21407661
1126,0.33452097
1127,0.091810524
1128,0.12304804
1129,0.13444126
1130,0.07347804
1131,0.2075504
1132,0.5477971
1133,0.10986215
1134,0.14193797
1135,0.11213571
1136,0.17225793
1137,0.80894125
1138,0.34157884
1139,0.07971084
1140,0.23171821
1141,0.07933813
1142,0.9167056
1143,0.0693219
1144,0.08449134
1145,0.3344099
1146,0.1316104
1147,0.22669345
1148,0.10448074
1149,0.21242452
1150,0.47120962
1151,0.31924725
1152,0.06657317
1153,0.17452425
1154,0.57435894
1155,0.2442576
1156,0.13490382
1157,2.0959675
1158,2.3532848
1159,0.2621637
1160,0.12349528
1161,0.32310948
1162,0.19781408
1163,0.076218516
1164,0.08597696
1165,0.22669345
1166,0.080652684
1167,0.37234432
1168,0.2607523
1169,0.17134342
1170,0.629902
1171,0.17294091
1172,0.07854819
1173,0.043079227
1174,0.096862614
1175,0.096862614
1176,0.096862614
1177,0.3186793
1178,0.18914121
1179,0.08707878
1180,0.2614438
1181,0.5027067
1182,0.17012382
1183,0.14551118
1184,0.55601746
1185,0.099930406
1186,0.07720509
1187,0.22669345
1188,0.11696115
1189,1.2784946
1190,0.14683506
1191,0.08214906
1192,0.2465454
1193,0.8187505
1194,1.1387697
1195,0.518257
1196,0.18329486
1197,0.11879942
1198,0.1059213
1199,0.62123865
1200,0.3902142
1201,1.0570092
1202,0.021683455
1203,0.23025128
1204,0.2075504
1205,1.5937958
1206,0.32962817
1207,0.1139836
1208,0.09082827
1209,0.0
1210,0.1503385
1211,0.08849242
1212,1.7906435
1213,1.0944785
1214,0.28595445
1215,0.13299727
1216,0.303778
1217,0.43179202
1218,0.29894754
1219,0.13258919
1220,0.06948683
1221,0.09697321
1222,0.10813105
1223,0.10309267
1224,0.162756
1225,0.039187223
1226,0.15156555
1227,0.21799159
1228,0.286834
1229,0.38739344
1230,0.22905204
1231,0.4410739
1232,0.36543232
1233,0.14038068
1234,0.16838631
1235,0.41889888
1236,0.4280119
1237,0.26584348
1238,0.21799159
1239,1.4383894
1240,0.12397975
1241,0.4912589
1242,0.18825164
1243,0.32328027
1244,0.17858765
1245,0.10624117
1246,1.188467
1247,0.5208158
1248,0.1517936
1249,0.1661931
1250,0.17650306
1251,0.1453031
1252,0.08854112
1253,0.17517841
1254,0.396778
1255,0.09336984
1256,0.5740303
1257,0.09164789
1258,0.29512706
1259,0.5352914
1260,0.598681
1261,0.22717458
1262,0.08394742
1263,0.0
1264,1.3082769
1265,0.41798016
1266,0.16522303
1267,1.1532371
1268,0.1417107
1269,0.28294873
1270,0.37863415
1271,0.1946994
1272,0.04912001
1273,0.17864683
1274,0.21625227
1275,0.079045385
1276,0.15756145
1277,0.22669345
1278,0.92955923
1279,0.41247496
1280,0.059137046
1281,0.1468558
1282,0.1690158
1283,0.14931488
1284,0.79405487
1285,0.18799171
1286,0.06587896
1287,0.36238813
1288,0.34859076
1289,0.2233206
1290,0.11723158
1291,0.55620885
1292,0.42233127
1293,0.19707155
1294,0.62594104
1295,0.34536612
1296,0.19126868
1297,0.16391549
1298,0.70784247
1299,0.24369934
1300,0.24351999
1301,0.67963713
1302,0.23495165
1303,0.39546114
1304,0.884321
1305,0.4543773
1306,0.07632375
1307,0.8422181
1308,0.18087769
1309,0.2154769
1310,0.04405904
1311,0.13250622
1312,0.7531057
1313,0.18685126
1314,0.4416928
1315,0.08657327
1316,0.3145156
1317,0.13593322
1318,0.6520996
1319,0.176395
1320,0.17083672
1321,0.1475634
1322,0.22669345
1323,0.19382936
1324,0.058913738
1325,0.42220712
1326,0.044237077
1327,0.10115534
1328,0.1382449
1329,0.06562522
1330,0.07903218
1331,0.8447907
1332,0.0800468
1333,2.7740293
1334,0.6515856
1335,0.62214726
1336,0.44111592
1337,0.26912108
1338,0.30907565
1339,0.17642543
1340,0.22567976
1341,0.22567976
1342,0.20768404
1343,0.075416744
1344,0.066443115
1345,0.05060312
1346,0.22567976
1347,0.14685643
1348,0.114296705
1349,0.44932258
1350,0.036055356
1351,0.14622569
1352,0.045923144
1353,0.17956305
1354,0.13783541
1355,0.8722219
1356,0.27040732
1357,0.13091302
1358,0.1934095
1359,0.47559273
1360,1.2066176
1361,0.60435164
1362,0.1382449
1363,0.152388
1364,0.3273276
1365,0.19431186
1366,0.07432181
1367,0.16787195
1368,0.26480144
1369,0.22151387
1370,0.21799159
1371,0.051708758
1372,0.07405084
1373,0.1650531
1374,0.08819449
1375,0.19189793
1376,0.3100603
1377,0.043949783
1378,0.16662419
1379,0.15857965
1380,0.18455496
1381,0.11417985
1382,0.30992824
1383,0.35419986
1384,0.15351987
1385,1.0864136
1386,0.22391194
1387,0.11286479
1388,0.34734577
1389,0.23417076
1390,0.22125608
1391,0.27562705
1392,0.20551673
1393,0.049330622
1394,0.0961459
1395,0.1702911
1396,0.22645006
1397,0.31426966
1398,0.16502085
1399,0.16421238
1400,0.2465913
1401,0.3718121
1402,0.19505203
1403,0.7099633
1404,0.2075504
1405,0.06764114
1406,0.07238841
1407,0.021748483
1408,0.06982747
1409,0.07227656
1410,0.16409129
1411,0.12204483
1412,0.10624117
1413,0.3051684
1414,0.10256839
1415,0.034695685
1416,0.07170358
1417,0.3634923
1418,0.09485364
1419,0.17664865
1420,0.14343023
1421,0.3366184
1422,0.21630678
1423,0.13045782
1424,0.053334683
1425,0.11430392
1426,0.21330664
1427,0.15351987
1428,0.039581686
1429,0.13941616
1430,0.056908697
1431,0.11103594
1432,0.19597372
1433,0.071496874
1434,0.9316981
1435,0.07286617
1436,0.051053673
1437,0.09823248
1438,0.072057754
1439,0.06522247
1440,0.10029292
1441,0.08667919
1442,0.22378519
1443,0.19160804
1444,0.21799159
1445,0.206384
1446,0.21799159
1447,0.27499184
1448,0.10874671
1449,0.23613241
1450,0.10551134
1451,0.5802933
1452,0.2566197
1453,0.10028249
1454,0.07607597
1455,0.096791655
1456,0.047262877
1457,0.043053716
1458,0.25866592
1459,0.96092963
1460,0.17947447
1461,0.14910507
1462,0.22293222
1463,0.32699853
1464,0.123515904
1465,0.15869877
1466,0.18836644
1467,0.46767783
1468,0.339204
1469,0.1594109
1470,0.20211726
1471,0.21630189
1472,0.24191171
1473,0.16215
1474,0.23860276
1475,0.3275693
1476,0.12504455
1477,0.3062901
1478,0.0899632
1479,0.22279295
1480,0.14329445
1481,0.14153692
1482,0.96505237
1483,0.073133826
1484,0.037558258
1485,0.10209221
1486,0.17486286
1487,0.082330704
1488,0.07053149
1489,0.61494106
1490,0.59101105
1491,0.19881424
1492,0.17858765
1493,0.0470019
1494,0.15057698
1495,0.04081577
1496,0.047219694
1497,2.507751
1498,0.3618458
1499,0.06161976
1500,0.1217455
1501,0.041996866
1502,0.21682742
1503,0.1537039
1504,0.0580194
1505,0.095557064
1506,0.1291348
1507,0.10720882
1508,0.14432478
1509,0.2418403
1510,0.059189707
1511,0.11223498
1512,0.03588724
1513,0.085698426
1514,0.4218037
1515,0.9316981
1516,0.06666383
1517,0.06804335
1518,0.12542993
1519,0.13010767
1520,0.15647095
1521,0.4218037
1522,0.46459544
1523,0.06818059
1524,0.18050337
1525,0.21799159
1526,0.035374194
1527,0.14437932
1528,0.04725036
1529,0.15371841
1530,0.11175275
1531,0.76359636
1532,0.13657561
1533,0.080235094
1534,0.093155086
1535,0.07821792
1536,0.5236494
1537,0.14643338
1538,0.26544008
1539,0.13362408
1540,0.15318114
1541,0.15318114
1542,0.14441139
1543,0.16044664
1544,0.079931855
1545,0.03783837
1546,2.7957458
1547,0.071148306
1548,0.13164315
1549,0.10388839
1550,0.06744188
1551,0.4289011
1552,0.28808975
1553,0.11668721
1554,0.22669345
1555,0.2059142
1556,0.14863014
1557,0.090910226
1558,0.12394431
1559,0.03880042
1560,0.09790164
1561,0.2516213
1562,0.14728814
1563,0.25338173
1564,0.54673743
1565,0.08531049
1566,0.19821763
1567,0.09309465
1568,0.07059038
1569,0.03977126
1570,0.56506145
1571,0.57887864
1572,0.13254976
1573,0.21799159
1574,0.24422932
1575,0.19428313
1576,0.14441139
1577,0.07903218
1578,0.021798402
1579,0.0403713
1580,0.06102401
1581,0.12210858
1582,0.75406015
1583,0.2576216
1584,0.19923738
1585,0.08210173
1586,0.08210173
1587,0.2842229
1588,0.019783854
1589,0.23109713
1590,0.0085609555
1591,0.03560224
1592,0.15318114
1593,0.0962483
1594,0.12986732
1595,0.086271524
1596,0.18136
1597,0.16362232
1598,0.22669345
1599,0.16268906
1600,0.041041672
1601,0.03498915
1602,0.1290375
1603,0.26080117
1604,0.8773914
1605,0.06015691
1606,0.22541142
1607,0.15089962
1608,0.30580014
1609,0.122656554
1610,0.05036819
1611,0.21799159
1612,0.08140236
1613,0.31161916
1614,0.08855286
1615,0.24545401
1616,0.070727974
1617,0.043556124
1618,0.6488097
1619,0.06629956
1620,0.051674843
1621,0.5254722
1622,0.0428845
1623,0.027398586
1624,0.010459363
1625,0.24537328
1626,0.8447907
1627,0.6983945
1628,0.06702906
1629,0.21799159
1630,0.039397866
1631,0.18446934
1632,0.080406636
1633,0.07141921
1634,0.07345274
1635,0.0688622
1636,0.042137682
1637,0.041015953
1638,0.09770599
1639,6.064955
1640,0.1630969
1641,0.15864527
1642,0.048436284
1643,0.069658786
1644,0.12732986
1645,0.08596972
1646,0.098127544
1647,0.37184042
1648,0.14408648
1649,0.032405615
1650,0.25578642
1651,0.083474755
1652,0.16732529
1653,0.49016902
1654,0.626859
1655,0.23198417
1656,0.22125632
1657,0.29010963
1658,0.112783134
1659,0.25249025
1660,0.051848263
1661,0.0031847656
1662,0.13830909
1663,0.13751927
1664,1.2158688
1665,0.058006823
1666,0.041051626
1667,0.16362232
1668,0.31214917
1669,0.06948683
1670,0.08849242
1671,0.09021744
1672,0.21809694
